Category	GeneSet	N_genes	N_overlap	p	adjP	genes	link
GO_bp	GO_HOMOPHILIC_CELL_ADHESION_VIA_PLASMA_MEMBRANE_ADHESION_MOLECULES	47	18	1.7953343762185772e-10	1.3195707665206543e-06	AMIGO1:PCDH7:PCDHGB2:PCDHGA5:PCDHGB3:PCDHGA6:PCDHGA7:PCDHGB4:PCDHGA8:PCDHGA9:PCDHGB6:PCDHGA10:PCDHGB7:PCDHGA11:PCDHGA12:PCDHGC3:PCDHGC4:PCDHGC5	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_HOMOPHILIC_CELL_ADHESION_VIA_PLASMA_MEMBRANE_ADHESION_MOLECULES
GO_bp	GO_CELL_CELL_ADHESION_VIA_PLASMA_MEMBRANE_ADHESION_MOLECULES	74	22	4.917489317480127e-10	1.8071773241739468e-06	AMIGO1:MAP2K5:NRXN1:ARVCF:PCDH7:EFNA5:PCDHGB2:PCDHGA5:PCDHGB3:PCDHGA6:PCDHGA7:PCDHGB4:PCDHGA8:PCDHGA9:PCDHGB6:PCDHGA10:PCDHGB7:PCDHGA11:PCDHGA12:PCDHGC3:PCDHGC4:PCDHGC5	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_CELL_CELL_ADHESION_VIA_PLASMA_MEMBRANE_ADHESION_MOLECULES
GO_bp	GO_INSULIN_SECRETION	70	16	5.977160400462436e-06	0.01464404298113297	TARDBP:KCNJ11:PFKM:SREBF1:STXBP4:MC4R:GIPR:KLF7:ACVR2B:NDUFAF2:HMGCR:EFNA5:TFAP2B:STX1A:PTPRN2:BLK	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_INSULIN_SECRETION
GO_bp	GO_SIGNAL_RELEASE	137	23	1.5663540785416643e-05	0.025724398123531847	TARDBP:SYT11:CACNB2:KCNJ11:LIN7C:PFKM:SREBF1:STXBP4:MC4R:GIPR:NRXN1:KLF7:CREB1:ACVR2B:CADPS:NDUFAF2:HMGCR:EFNA5:TFAP2B:STX1A:CDK5:PTPRN2:BLK	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_SIGNAL_RELEASE
GO_bp	GO_VISUAL_BEHAVIOR	15	7	1.7499590560225745e-05	0.025724398123531847	GRIN2A:CREB1:HRH1:KIT:HMGCR:CDK5:DDHD2	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_VISUAL_BEHAVIOR
GWAScatalog	Obesity	34	18	1.8712589407085115e-13	3.396334977385949e-10	TNNI3K:BDNF:HS6ST3:MAP2K5:GPRC5B:FTO:RPTOR:NPC1:MC4R:GIPR:TMEM18:CADM2:ETV5:ALPK1:POC5:TFAP2B:MDFIC:LINGO2	
GWAScatalog	Body mass index	546	78	1.0393159323745982e-12	9.43179208629948e-10	MASP2:FPGT-TNNI3K:TNNI3K:C1orf173:PTBP2:SYPL2:FAM212B:SYT11:BRINP3:LMOD1:CACNB2:PITX3:KCNJ11:BDNF:PAX6:FAIM2:ANKS1B:C12orf42:HS6ST3:BTBD7:UNC79:BCL11B:TRAF3:ZFYVE21:MAP2K5:SKOR1:IQCK:GPRC5B:GPR139:RPGRIP1L:FTO:SMG6:RPTOR:C18orf8:NPC1:MC4R:REXO1:CRTC1:KCTD15:GIPR:ZC3H4:TMEM18:KCNK3:STON1-GTF2A1L:NRXN1:COBLL1:INO80D:GPR1:CREB1:MKL1:FAM212A:GNAI2:LSMEM2:IFRD2:CADM2:CPNE4:ECE2:EIF4G1:ETV5:DGKG:ALPK1:USP53:FAM159B:ANKRD31:HMGCR:POC5:CAST:EFNA5:PFDN1:TFAP2B:EYS:UPK3B:MDFIC:SGCZ:ZBTB10:LINGO2:EPB41L4B:LMX1B	
GWAScatalog	Body mass index (joint analysis main effects and physical activity interaction)	60	21	3.856180676286785e-11	2.3329893091535052e-08	TNNI3K:PTBP2:LMOD1:BDNF:FAIM2:MAP2K5:GPRC5B:FTO:MC4R:CRTC1:KCTD15:GIPR:ZC3H4:TMEM18:CADM2:ETV5:DGKG:POC5:TFAP2B:UPK3B:LINGO2	
GWAScatalog	Body mass index in physically inactive individuals	14	10	8.36152136413369e-10	3.2374092407281363e-07	PTBP2:BDNF:FAIM2:FTO:MC4R:TMEM18:ETV5:DGKG:TFAP2B:UPK3B	
GWAScatalog	Body mass index in physically active individuals	57	19	8.918482756826822e-10	3.2374092407281363e-07	TNNI3K:LMOD1:BDNF:FAIM2:MAP2K5:GPRC5B:FTO:MC4R:CRTC1:KCTD15:GIPR:ZC3H4:TMEM18:CADM2:ETV5:POC5:TFAP2B:UPK3B:LINGO2	
