Category	GeneSet	N_genes	N_overlap	p	adjP	genes	link
GWAScatalog	Mean platelet volume	171	28	1.923261070849247e-15	3.4907188435913835e-12	DNM3:PROSER2:FAM53B:ST3GAL4:FAR2:BIN2:TESC:SETD1B:PSMD9:WDR66:BCL7A:LRCH1:CABLES1:RASIP1:EML6:MXD1:SLC24A3:CTSZ:SLMO2:PACSIN2:PDIA5:KALRN:BANK1:TNPO1:PXT1:EFHC1:ASAP1:PLEC	
GWAScatalog	Platelet distribution width	111	15	1.6561914626950203e-07	0.00015029937523957312	RHCE:DNM3:C1orf105:ST3GAL4:FAR2:LRCH1:CUL4A:CABLES1:CTSZ:SLMO2:PACSIN2:PDIA5:KALRN:PSMB9:PLEC	
GWAScatalog	Platelet count	225	19	5.920371911796227e-06	0.003581825006636717	RHCE:DNM3:RIC8A:ST3GAL4:FAR2:HSD17B6:WDR66:CABLES1:MXD1:SLMO2:PACSIN2:PDIA5:KALRN:NOA1:TNPO1:KCTD20:PAQR8:ASAP1:PLEC	
Chemical_and_Genetic_pertubation	NIKOLSKY_BREAST_CANCER_17Q11_Q21_AMPLICON	71	11	2.0635544411092904e-06	0.006813856764542877	TP53I13:GIT1:ANKRD13B:CORO6:SSH2:EFCAB5:SLC6A4:BLMH:CPD:GOSR1:TBC1D29	http://www.gsea-msigdb.org/gsea/msigdb/cards/NIKOLSKY_BREAST_CANCER_17Q11_Q21_AMPLICON
Positional_gene_sets	chr17q11	45	11	1.473062699924176e-08	4.404457472773287e-06	TP53I13:GIT1:ANKRD13B:CORO6:SSH2:EFCAB5:SLC6A4:BLMH:CPD:GOSR1:TBC1D29	http://www.gsea-msigdb.org/gsea/msigdb/cards/chr17q11
Positional_gene_sets	chr1q24	10	6	6.159202379131748e-08	7.1647219739418974e-06	PRRC2C:VAMP4:METTL13:DNM3:PIGC:C1orf105	http://www.gsea-msigdb.org/gsea/msigdb/cards/chr1q24
Positional_gene_sets	chr3p14	23	8	7.188684254791202e-08	7.1647219739418974e-06	ERC2:DNAH12:PDE12:DENND6A:SLMAP:DNASE1L3:RPP14:RPP14	http://www.gsea-msigdb.org/gsea/msigdb/cards/chr3p14
Positional_gene_sets	chr12q24	81	12	1.1346657634588387e-06	8.48162658185482e-05	TESC:SETD1B:HPD:PSMD9:WDR66:BCL7A:MLXIP:LRRC43:VPS33A:ZCCHC8:RSRC2:KNTC1	http://www.gsea-msigdb.org/gsea/msigdb/cards/chr12q24
Positional_gene_sets	chr12q13	81	11	7.792556014115269e-06	0.0004659948496440931	POU6F1:DAZAP2:BIN2:CELA1:SLC39A5:ANKRD52:CS:PAN2:STAT2:HSD17B6:NAB2	http://www.gsea-msigdb.org/gsea/msigdb/cards/chr12q13
Positional_gene_sets	chr20q13	58	9	1.8120457930260578e-05	0.0008800547429508094	YWHAB:ACOT8:ZSWIM3:ZSWIM1:SPATA25:CTSA:CTSZ:ATP5E:SLMO2	http://www.gsea-msigdb.org/gsea/msigdb/cards/chr20q13
Positional_gene_sets	chr6p12	14	5	2.060328829650724e-05	0.0008800547429508094	GPR111:GPR115:PAQR8:EFHC1:TRAM2	http://www.gsea-msigdb.org/gsea/msigdb/cards/chr6p12
Positional_gene_sets	chr2p13	8	3	0.0009416386496971149	0.03519374453242967	ANXA4:SNRNP27:MXD1	http://www.gsea-msigdb.org/gsea/msigdb/cards/chr2p13
Positional_gene_sets	chr8q24	32	5	0.0014095271629319722	0.04682762463518441	FAM49B:ASAP1:PLEC:PARP10:GRINA	http://www.gsea-msigdb.org/gsea/msigdb/cards/chr8q24
Curated_gene_sets	NIKOLSKY_BREAST_CANCER_17Q11_Q21_AMPLICON	71	11	2.0635544411092904e-06	0.011351612980542207	TP53I13:GIT1:ANKRD13B:CORO6:SSH2:EFCAB5:SLC6A4:BLMH:CPD:GOSR1:TBC1D29	http://www.gsea-msigdb.org/gsea/msigdb/cards/NIKOLSKY_BREAST_CANCER_17Q11_Q21_AMPLICON
