,Category,GeneSet,N_genes,N_overlap,p,adjP,genes,link,corrected_P
0,GO_bp,GO_DEFENSE_RESPONSE,415,69,7.522027513089126e-10,5.528690222120509e-06,CSF3R:ECM1:CTSS:CTSK:S100A8:DARC:LY9:FCER1G:FCGR2B:C1orf106:NLRP3:IL2RA:PRF1:PIK3AP1:NLRP6:TSPAN32:MS4A2:TNFRSF1A:KLRC4-KLRK1:KLRK1:NKG2-E:KLRC3:CMKLR1:CEBPE:PSMA6:ZBTB1:DNASE1:NLRC5:CRK:ARRB2:ADORA2B:PSMD3:VEZF1:EPX:LPO:MPO:RPS6KB1:CD300LF:BCL2:CLEC4M:CDC37:KCNN4:NLRP12:AGBL5:KYNU:LY75:CASP8:HCK:UBE2V1:IL17RA:GGT5:CX3CR1:CCR9:CXCR6:XCR1:CCR3:CCR1:LTF:ANKRD17:IL8:CXCL6:CXCL3:CXCL2:NFKB1:NDFIP1:CSF1R:MAP3K5:DEFA4:DEFA5:S1PR3,http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_DEFENSE_RESPONSE,0.0001271598751087717
1,GO_bp,GO_CYTOKINE_MEDIATED_SIGNALING_PATHWAY,237,46,5.712611698608352e-09,2.0993847992385696e-05,CSF3R:LEPR:S1PR1:ECM1:MCL1:DARC:FCER1G:IL2RA:WNK1:TNFRSF1A:LTBR:CMKLR1:FLT3:TNFSF13B:PSMA6:NLRC5:CRK:PSMD3:CSF3:CD300LF:BCL2:CNN2:TNFSF14:CDC37:CASP8:GPR35:HCK:UBE2V1:TNFRSF6B:IL17RA:CX3CR1:CCR9:CXCR6:XCR1:CCR3:CCR1:IL8:CXCL6:CXCL3:CXCL2:NFKB1:IL7R:CSF1R:CANX:IL7:TRAF1,http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_CYTOKINE_MEDIATED_SIGNALING_PATHWAY,0.000482858503824871
2,GO_bp,GO_CELL_CHEMOTAXIS,78,23,1.6558650007122102e-08,4.056869251744915e-05,CSF3R:S1PR1:S100A8:FCER1G:WNK1:KLRC4-KLRK1:KLRK1:CMKLR1:CRK:ARRB2:TNFSF14:IL17RA:CX3CR1:CCR9:CXCR6:XCR1:CCR3:CCR1:IL8:CXCL6:CXCL3:CXCL2:PDGFRB,http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_CELL_CHEMOTAXIS,0.0009330799279013304
3,GO_bp,GO_RESPONSE_TO_CHEMOKINE,31,14,2.5394207261894192e-08,4.6661855843730574e-05,DARC:WNK1:CMKLR1:GPR35:CX3CR1:CCR9:CXCR6:XCR1:CCR3:CCR1:IL8:CXCL6:CXCL3:CXCL2,http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_RESPONSE_TO_CHEMOKINE,0.0010732226844058033
4,GO_bp,GO_RESPONSE_TO_CYTOKINE,345,57,3.7263494193998636e-08,5.477733646517799e-05,CSF3R:LEPR:MTF2:S1PR1:ECM1:MCL1:DARC:FCER1G:IL2RA:WNK1:TNFRSF1A:LTBR:CMKLR1:PDX1:FLT3:TNFSF13B:PSMA6:NLRC5:CRK:PSMD3:CSF3:RARA:RPS6KB1:CD300LF:BCL2:CNN2:TNFSF14:CDC37:KLF2:JUND:NLRP12:KYNU:ITGA4:CASP8:GPR35:HCK:UBE2V1:TNFRSF6B:IL17RA:CX3CR1:CCR9:CXCR6:XCR1:CCR3:CCR1:IL8:CXCL6:CXCL3:CXCL2:NFKB1:IL7R:CSF1R:CANX:MAP3K5:IL7:TLE4:TRAF1,http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_RESPONSE_TO_CYTOKINE,0.0012598787386990937
5,GO_bp,GO_LEUKOCYTE_MIGRATION,115,27,1.8744533303491733e-07,0.0002296205329677,CSF3R:S1PR1:ECM1:S100A8:FCER1G:NKX2-3:WNK1:KLRC4-KLRK1:KLRK1:CMKLR1:SLC7A8:GLG1:CRK:GRB7:EPX:TNFSF14:NLRP12:ITGA4:HCK:IL17RA:CX3CR1:CCR1:IL8:CXCL6:CXCL3:CXCL2:MYO1G,http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_LEUKOCYTE_MIGRATION,0.0052812722582571
6,GO_bp,GO_RESPONSE_TO_BACTERIUM,157,32,4.4689786511635945e-07,0.0004692427583721,S100A8:FCER1G:FCGR2B:C1orf106:NLRP3:NLRP6:TNFRSF1A:KLRC4-KLRK1:KLRK1:CEBPE:NLRC5:IKZF3:CSF3:RARA:EPX:LPO:MPO:RPS6KB1:JUND:CASP8:HCK:TSPO:CX3CR1:LTF:ANKRD17:IL8:CXCL6:CXCL3:CXCL2:NFKB1:DEFA4:DEFA5,http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_RESPONSE_TO_BACTERIUM,0.0107925834425583
7,GO_bp,GO_LEUKOCYTE_DIFFERENTIATION,168,33,7.185749567637555e-07,0.0005935674210845,LEPR:LY9:FCER1G:FCGR2B:HLX:NLRP3:IL2RA:C10orf54:NKX2-3:ZBTB16:LTBR:FLT3:CEBPE:PPP2R3C:ZBTB1:ERBB2:IKZF3:CSF3:RARA:BCL2:STK11:LYL1:ITGA4:CASP8:DOCK10:THOC5:CCR9:CCR1:LTF:IL7R:NDFIP1:CSF1R:IL7,http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_LEUKOCYTE_DIFFERENTIATION,0.0136520506849435
8,GO_bp,GO_RESPONSE_TO_MOLECULE_OF_BACTERIAL_ORIGIN,101,24,7.26817250307607e-07,0.0005935674210845,S100A8:FCGR2B:C1orf106:NLRP3:KLRC4-KLRK1:KLRK1:CEBPE:CSF3:RARA:MPO:RPS6KB1:JUND:CASP8:HCK:TSPO:CX3CR1:LTF:IL8:CXCL6:CXCL3:CXCL2:NFKB1:DEFA4:DEFA5,http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_RESPONSE_TO_MOLECULE_OF_BACTERIAL_ORIGIN,0.0136520506849435
9,GO_bp,GO_CELL_ACTIVATION,399,59,1.1532571731593186e-06,0.000847644022272,LEPR:CTSS:S100A8:LY9:FCER1G:FCGR2B:HLX:NLRP3:IL2RA:PRF1:C10orf54:PGAM1:NKX2-3:TSPAN32:ZBTB16:LTBR:CLECL1:KLRC4-KLRK1:KLRK1:FLT3:TNFSF13B:PPP2R3C:ZBTB1:DNASE1:ARRB2:ADORA2B:ERBB2:IKZF3:ORMDL3:PSMD3:RARA:EPX:MPO:RAB37:CD300LF:BCL2:CNN2:STK11:TNFSF14:LYL1:MARCH7:ITGA4:CASP8:DOCK10:IL17RA:CCR9:LTF:RAB7A:IL8:CXCL6:NFKB1:MANBA:IL7R:NDFIP1:PDGFRB:CDK13:DEFA4:IL7:DPP7,http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_CELL_ACTIVATION,0.019495812512256003
