Category	GeneSet	N_genes	N_overlap	p	adjP	genes	link
GWAScatalog	Fasting plasma glucose	17	8	3.4378727991381276e-06	0.004724356521951886	MTNR1B:KIRREL3:SIX3:LRRTM4:G6PC2:ABCB11:YKT6:CDKN2B	
GWAScatalog	Spherical equivalent or myopia (age of diagnosis)	71	16	5.847961540514072e-06	0.004724356521951886	CD55:FRMPD2:LRIT2:RNLS:METTL15:GRIA4:RDH5:PCCA:BMP4:SIX3:GPD2:TFAP2D:KCNQ5:LAMA2:VIPR2:CLU	
GWAScatalog	Risk-taking tendency (4-domain principal component model)	57	14	7.808853755292373e-06	0.004724356521951886	DAB1:BARHL2:METTL15:NCAM1:PCCA:SIX3:LRRTM4:KCNJ3:GBE1:ADH1B:REV3L:MAD1L1:SDK1:RUNX1T1	
GWAScatalog	LDL cholesterol levels	63	14	2.6831979120560092e-05	0.012175010525954143	PCSK9:GPAM:APOA4:BRCA2:CETP:CEACAM16:BCL3:TDRD15:ABCG8:TIMD4:NPC1L1:DDX56:UBXN2B:CYP7A1	
GWAScatalog	Emphysema distribution in smoking	5	4	7.465679852154534e-05	0.02574563660117689	IREB2:HYKK:CHRNA5:CHRNA3	
GWAScatalog	Myopia	38	10	8.510954248322939e-05	0.02574563660117689	FRMPD2:RGR:GRIA4:RDH5:PCCA:BMP4:SIX3:GPD2:KCNQ5:LAMA2	
GWAScatalog	General risk tolerance (MTAG)	126	20	0.0001014331595097445	0.026300169215740896	BARHL2:SORCS3:STK32C:METTL15:TRPC6:KIRREL3:PPP1R13B:NTRK3:SIX3:MAP2:TBC1D5:GABRA2:EPHA5:NAA11:HCN1:C5orf30:LRFN2:SNTG1:RUNX1T1:TSNARE1	
GWAScatalog	Smoking status (ever vs never smokers)	90	16	0.00013042602697891278	0.02648134182968807	FOXO6:BARHL2:METTL15:NCAM1:LRPPRC:SIX3:KCNJ3:NYAP2:PHACTR1:REV3L:LAMA2:MAD1L1:SDK1:CLU:RUNX1T1:BRINP1	
GWAScatalog	Chronotype	248	31	0.00015900027584173093	0.02648134182968807	BARHL2:GPR61:GATAD2B:RABGAP1L:RGS16:RGS7:METTL15:MTNR1B:FAM76B:KIRREL3:CPNE8:KMT2D:INHBC:FBXL3:C16orf97:ZCCHC2:NRTN:CYP2A6:LRPPRC:LRRTM4:TCF20:TRANK1:GBE1:EPHA5:NAA11:NMUR2:PHACTR1:HCRTR2:EXOC4:RUNX1T1:ZCCHC7	
GWAScatalog	LDL cholesterol levels in current drinkers	41	10	0.00017028453803704795	0.02648134182968807	PCSK9:GPAM:CEACAM16:BCL3:TDRD15:ABCG8:ABCB11:LPA:DDX56:UBXN2B	
GWAScatalog	LDL cholesterol levels x alcohol consumption (drinkers vs non-drinkers) interaction (2df)	57	12	0.0001764471372914746	0.02648134182968807	PCSK9:GPAM:LIPC:CETP:CEACAM16:BCL3:TDRD15:ABCG8:ABCB11:LPA:DDX56:UBXN2B	
GWAScatalog	Alopecia areata	49	11	0.00017976978181942236	0.02648134182968807	MAGI3:PHTF1:RSBN1:PTPN22:BCL2L15:AP4B1:HIPK1:OLFML3:CTLA4:KIAA1109:IL21	
GWAScatalog	Graves' disease	10	5	0.00018967352274707708	0.02648134182968807	PTPN22:CTLA4:RNASET2:FGFR1OP:CCR6	
GWAScatalog	Lipoprotein-associated phospholipase A2 activity change in response to statin therapy	3	3	0.00025081886943624325	0.03173079188234473	AP3B2:ABCG2:LPA	
GWAScatalog	Amyotrophic lateral sclerosis (sporadic)	51	11	0.00026223794944086557	0.03173079188234473	FAT3:NTRK3:CHD2:TMEM132E:LRRTM4:TRPM8:CRBN:FAM19A1:LRFN2:LAMA2:SP4	
GO_cc	GO_TRANSPORTER_COMPLEX	81	16	3.436826294355497e-05	0.03440263120649852	CACNA1S:TRPC6:GRIA4:STAC3:CHRNA5:CHRNA3:ABCG8:PEX13:DPP10:KCNJ3:VWC2L:GABRA2:PKD2:HCN1:GABRA6:KCNQ5	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_TRANSPORTER_COMPLEX
Positional_gene_sets	chr7q35	8	7	2.8698496333931784e-08	8.580850403845603e-06	FAM115A:OR2F2:OR6B1:OR2A5:OR2A25:OR2A12:OR2A14	http://www.gsea-msigdb.org/gsea/msigdb/cards/chr7q35
Positional_gene_sets	chr1p13	34	12	5.120764156663964e-07	7.655542414212626e-05	KIAA1324:SARS:GPR61:GNAT2:MAGI3:PHTF1:RSBN1:PTPN22:BCL2L15:AP4B1:HIPK1:OLFML3	http://www.gsea-msigdb.org/gsea/msigdb/cards/chr1p13
Positional_gene_sets	chr5q15	6	4	0.00021280165448365825	0.018748710490359182	FAM172A:POU5F2:ERAP2:LNPEP	http://www.gsea-msigdb.org/gsea/msigdb/cards/chr5q15
Positional_gene_sets	chr11q21	3	3	0.00025081886943624325	0.018748710490359182	FAM76B:CEP57:MTMR2	http://www.gsea-msigdb.org/gsea/msigdb/cards/chr11q21
Positional_gene_sets	chr8q24	32	8	0.0006440118327825301	0.0385119076003953	EXT1:POU5F1B:TSNARE1:LY6H:MFSD3:RECQL4:LRRC14:LRRC24	http://www.gsea-msigdb.org/gsea/msigdb/cards/chr8q24
Positional_gene_sets	chr15q25	42	9	0.0010006524091158752	0.049865845054274445	IREB2:HYKK:PSMA4:CHRNA5:CHRNA3:MORF4L1:FAM154B:AP3B2:NTRK3	http://www.gsea-msigdb.org/gsea/msigdb/cards/chr15q25
GO_mf	GO_G_PROTEIN_COUPLED_RECEPTOR_ACTIVITY	129	23	4.160526899001361e-06	0.006844066748857238	GPR61:GNAT2:RGR:SORCS3:OR9Q1:P2RY2:MTNR1B:TAS2R19:TAS2R31:MC3R:P2RY14:SUCNR1:NMUR2:HCRTR2:CCR6:TAS2R38:OR2F2:OR6B1:OR2A5:OR2A25:OR2A12:OR2A14:VIPR2	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_G_PROTEIN_COUPLED_RECEPTOR_ACTIVITY
GO_mf	GO_TRANSMEMBRANE_SIGNALING_RECEPTOR_ACTIVITY	255	34	1.9347492808989735e-05	0.015913312835394055	GPR61:GNAT2:CD247:RGR:SORCS3:OR9Q1:P2RY2:MTNR1B:GRIA4:TAS2R19:TAS2R31:CHRNA5:CHRNA3:NTRK3:BCAM:PTPRT:MC3R:P2RY14:SUCNR1:GABRA2:EPHA5:NMUR2:GABRA6:HCRTR2:CCR6:TAS2R38:OR2F2:OR6B1:OR2A5:OR2A25:OR2A12:OR2A14:VIPR2:NTRK2	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_TRANSMEMBRANE_SIGNALING_RECEPTOR_ACTIVITY
Reactome	REACTOME_SIGNALING_BY_GPCR	243	33	1.757589574628898e-05	0.026346267723687186	GNAT2:RGS16:CD55:RGS7:AKT3:PRKCQ:RGR:DGKZ:OR9Q1:P2RY2:MTNR1B:TRPC6:APOA4:TAS2R19:TAS2R31:RDH5:RDH16:WNT6:MC3R:MAPK1:P2RY14:SUCNR1:NMUR2:HCRTR2:CCR6:TAS2R38:OR2F2:OR6B1:OR2A5:OR2A25:OR2A12:OR2A14:VIPR2	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_SIGNALING_BY_GPCR
Canonical_Pathways	REACTOME_SIGNALING_BY_GPCR	243	33	1.757589574628898e-05	0.03864939474608947	GNAT2:RGS16:CD55:RGS7:AKT3:PRKCQ:RGR:DGKZ:OR9Q1:P2RY2:MTNR1B:TRPC6:APOA4:TAS2R19:TAS2R31:RDH5:RDH16:WNT6:MC3R:MAPK1:P2RY14:SUCNR1:NMUR2:HCRTR2:CCR6:TAS2R38:OR2F2:OR6B1:OR2A5:OR2A25:OR2A12:OR2A14:VIPR2	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_SIGNALING_BY_GPCR
