Category	GeneSet	N_genes	N_overlap	p	adjP	genes	link
GWAScatalog	Waist-to-hip ratio adjusted for BMI (age >50)	78	21	2.6932058880958978e-11	4.888168686894055e-08	PIGU:NCOA6:TP53INP2:GGT7:ACSS2:GSS:MYH7B:TRPC4AP:EDEM2:PROCR:MMP24:EIF6:FAM83C:UQCC1:GDF5:CEP250:C20orf173:ERGIC3:SPAG4:CPNE1:RBM12	
GWAScatalog	Blond vs. brown/black hair color	105	23	2.81193321084511e-10	2.5518293888419377e-07	PEX14:NFIA:CDC42BPA:PPFIBP2:SOX6:TPCN2:SLC38A2:MED13L:SLAIN1:OCA2:HERC2:BNC1:FOSL2:RALY:VGLL4:SLC45A2:GPR98:CDKAL1:AKAP12:ATXN7L1:TACC1:RSPO2:BNC2	
GWAScatalog	Waist-to-hip ratio adjusted for BMI x sex x age interaction (4df test)	118	23	3.250374211783708e-09	1.9664763981291436e-06	PIGU:NCOA6:TP53INP2:GGT7:ACSS2:GSS:MYH7B:TRPC4AP:EDEM2:PROCR:MMP24:EIF6:FAM83C:UQCC1:GDF5:CEP250:C20orf173:ERGIC3:SPAG4:CPNE1:RBM12:SETD9:MIER3	
GWAScatalog	Waist-to-hip ratio adjusted for BMI	128	22	8.112297789466375e-08	3.6809551219703684e-05	PIGU:NCOA6:TP53INP2:GGT7:ACSS2:GSS:MYH7B:TRPC4AP:EDEM2:PROCR:MMP24:EIF6:FAM83C:UQCC1:GDF5:CEP250:C20orf173:ERGIC3:SPAG4:CPNE1:SETD9:MIER3	
GWAScatalog	Squamous cell carcinoma	11	7	1.3197450684205067e-07	4.790674598366439e-05	OCA2:HERC2:RALY:SRC:SLC45A2:BNC2:CNTLN	
GWAScatalog	Brown vs. black hair color	30	10	5.772346435543673e-07	0.00017461347967519613	PPFIBP2:TPCN2:SLAIN1:OCA2:HERC2:IL16:PIGU:SLC45A2:AKAP12:BNC2	
GWAScatalog	Low tan response	15	6	3.581015067855134e-05	0.00785088332798169	TPCN2:OCA2:HERC2:RALY:SLC45A2:BNC2	
GWAScatalog	Generalized epilepsy	15	6	3.581015067855134e-05	0.00785088332798169	PNPO:COPZ2:NFE2L1:CBX1:SNX11:SKAP1	
GWAScatalog	Hair color	29	8	3.892999997346293e-05	0.00785088332798169	PPFIBP2:TPCN2:EDNRB:OCA2:HERC2:RALY:SLC45A2:BNC2	
GWAScatalog	Skin pigmentation traits	6	4	6.683613492174081e-05	0.012130758488295956	OCA2:HERC2:SLC45A2:BNC2	
