Category	GeneSet	N_genes	N_overlap	p	adjP	genes	link
GWAScatalog	High light scatter reticulocyte percentage of red cells	113	16	1.585908506427478e-12	2.8784239391658726e-09	RAP1GAP:PPIF:DYNLL1:DLEU7:SPTB:PLEK2:PGS1:SBNO2:S1PR2:SLC44A2:PLEKHA4:SMOX:LTN1:KBTBD2:ANGPT1:SLC45A4	
GWAScatalog	High light scatter reticulocyte count	118	14	5.43690064413666e-10	4.933987334554019e-07	RAP1GAP:PPIF:DYNLL1:POP5:DLEU7:SPTB:PLEK2:SBNO2:S1PR2:SLC44A2:PLEKHA4:SMOX:KBTBD2:SLC45A4	
GWAScatalog	Immature fraction of reticulocytes	82	12	9.135053409857055e-10	5.526707312963519e-07	RAP1GAP:DYNLL1:PLEK2:PGS1:SBNO2:DNMT1:S1PR2:SLC44A2:GLS:SMOX:ANGPT1:SLC45A4	
GWAScatalog	Reticulocyte fraction of red cells	119	13	6.860872819658419e-09	3.1131210419200077e-06	DYNLL1:RNF10:DLEU7:SPTB:SBNO2:DNMT1:S1PR2:SLC44A2:PLEKHA4:SMOX:LTN1:KBTBD2:SLC45A4	
GWAScatalog	Reading disability or specific language impairment adjusted for intelligence quotient (pleiotropy)	4	3	1.0839726758406953e-05	0.0032790173444181034	GATC:SRSF9:DYNLL1	
GWAScatalog	Reading disability or specific language impairment (pleiotropy)	4	3	1.0839726758406953e-05	0.0032790173444181034	GATC:SRSF9:DYNLL1	
GWAScatalog	Reticulocyte count	115	9	2.8840656202898814e-05	0.007477970144037335	DYNLL1:DLEU7:SPTB:SBNO2:DNMT1:S1PR2:SLC44A2:PLEKHA4:SMOX	
Positional_gene_sets	chr19p13	133	13	2.6945551909844766e-08	8.056720021043585e-06	SBNO2:DNMT1:S1PR2:MRPL4:ATG4D:KRI1:SLC44A2:ILF3:QTRT1:DNM2:C19orf38:CARM1:SMARCA4	http://www.gsea-msigdb.org/gsea/msigdb/cards/chr19p13
Positional_gene_sets	chr2p23	56	7	1.1293110651697938e-05	0.0016883200424288418	FKBP1B:SF3B14:FAM228B:TP53I3:FAM228A:ITSN2:DTNB	http://www.gsea-msigdb.org/gsea/msigdb/cards/chr2p23
Positional_gene_sets	chr14q23	24	5	1.7105050197318327e-05	0.0017048033363327266	SPTB:FAM71D:MPP5:ATP6V1D:EIF2S1	http://www.gsea-msigdb.org/gsea/msigdb/cards/chr14q23
Positional_gene_sets	chr12q24	81	7	0.00012801204696806965	0.009568900510863206	MSI1:GATC:SRSF9:DYNLL1:COQ5:RNF10:POP5	http://www.gsea-msigdb.org/gsea/msigdb/cards/chr12q24
Positional_gene_sets	chr3p21	118	8	0.00022860797900230997	0.013670757144338137	SETD2:KIF9:KLHL18:PTPN23:SCAP:ELP6:COL7A1:NAT6	http://www.gsea-msigdb.org/gsea/msigdb/cards/chr3p21
Positional_gene_sets	chr21q21	3	2	0.0005906347848910835	0.029433300113738993	LTN1:USP16	http://www.gsea-msigdb.org/gsea/msigdb/cards/chr21q21
