Category	GeneSet	N_genes	N_overlap	p	adjP	genes	link
GWAScatalog	Hematocrit	85	15	5.02375428690809e-14	9.118114030738184e-11	NASP:CCDC17:ST5:ZNF641:PFAS:BCAS3:SMAD7:AP3D1:DOT1L:NOSIP:PRRG2:STK36:PXK:RGS14:SLC34A1	
GWAScatalog	Red blood cell count	163	17	6.21338948924283e-12	5.638650961487869e-09	MAST2:PHGDH:ST5:ZNF641:MYO9A:PFAS:BCAS3:CTIF:SMAD7:AP3D1:DOT1L:NOSIP:PRRG2:PXK:LMAN2:RGS14:SLC34A1	
GWAScatalog	Hemoglobin concentration	76	9	3.3643599702217193e-07	0.00020354377819841403	NASP:ST5:ZNF641:PFAS:BCAS3:SMAD7:AP3D1:STK36:RGS14	
GWAScatalog	Iron status biomarkers (total iron binding capacity)	24	5	9.815158513605343e-06	0.004453628175548425	CCDC17:GPBP1L1:IPP:MAST2:SLC34A1	
GWAScatalog	Metabolite levels (HVA/MHPG ratio)	9	3	0.0001547209291913919	0.047946124221315195	MYO9A:SENP8:GRAMD2	
GWAScatalog	Serum parathyroid hormone levels	2	2	0.00015849958420269486	0.047946124221315195	RGS14:SLC34A1	
Positional_gene_sets	chr15q23	10	6	6.525251843754068e-10	1.9510503012824661e-07	MYO9A:SENP8:GRAMD2:PKM:PARP6:CELF6:CELF6	http://www.gsea-msigdb.org/gsea/msigdb/cards/chr15q23
Positional_gene_sets	chr1p34	34	8	5.816448179058153e-09	8.695590027691938e-07	AKR1A1:NASP:CCDC17:GPBP1L1:TMEM69:IPP:MAST2:PIK3R3	http://www.gsea-msigdb.org/gsea/msigdb/cards/chr1p34
Positional_gene_sets	chr3p14	23	5	7.846256794202785e-06	0.0007820102604888775	CCDC66:FAM208A:ARHGEF3:PXK:PDHB	http://www.gsea-msigdb.org/gsea/msigdb/cards/chr3p14
Positional_gene_sets	chr17p13	61	6	0.00010451226276462343	0.007812291641655602	KDM6B:PER1:AURKB:PFAS:SLC25A35:ARHGEF15	http://www.gsea-msigdb.org/gsea/msigdb/cards/chr17p13
Positional_gene_sets	chr16q22	76	6	0.00035515669059556584	0.02123837009761484	C16orf86:NRN1L:PSMB10:LCAT:ESRP2:PLA2G15	http://www.gsea-msigdb.org/gsea/msigdb/cards/chr16q22
Positional_gene_sets	chr12q12	4	2	0.0009355079504699378	0.0466194795317519	ARID2:SCAF11	http://www.gsea-msigdb.org/gsea/msigdb/cards/chr12q12
