Category	GeneSet	N_genes	N_overlap	p	adjP	genes	link
GWAScatalog	Granulocyte percentage of myeloid white cells	107	25	2.4168265136716714e-17	4.386540122314084e-14	CEP85:ARID1A:GLMN:RPAP2:TCF7L2:LSP1:LYZ:LSP1:MARK3:AKAP13:CHSY1:ARRDC2:GCKR:ACKR2:KRBOX1:KRBOX1:RASA2:RP11-211G3.3:BCL6:TBC1D14:FAM46A:GLCCI1:CREB5:CDK6:CHD7:TRPS1:SNAPC4	
GWAScatalog	Monocyte percentage of white cells	121	25	5.618756739451791e-16	5.099021741052501e-13	CD52:ARID1A:GLMN:EVI5:RAB7L1:TCF7L2:LSP1:LYZ:LSP1:AKAP13:CHSY1:CHD9:ARRDC2:GCKR:ACKR2:KRBOX1:KRBOX1:RASA2:TBC1D14:ANAPC10:FAM46A:CREB5:CDK6:CHD7:TRPS1:PMPCA:INPP5E	
GWAScatalog	Monocyte count	130	19	1.3999500600019964e-09	8.469697863012079e-07	GLMN:RPAP2:EVI5:LSP1:LYZ:LSP1:MARK3:ARRDC2:SSBP4:ACKR2:KRBOX1:KRBOX1:RASA2:TBC1D14:TADA2B:ANAPC10:FAM46A:CDK6:TRPS1:LPAR1:PTGR1	
GWAScatalog	Cognitive function	42	10	1.2316303737615124e-07	5.5885228209428633e-05	RNF43:HSF5:MTMR4:SEPT4:TEX14:RAD51C:PPM1E:TRIM37:SKA2:GLCCI1	
GWAScatalog	Sum neutrophil eosinophil counts	86	13	4.4953456585143584e-07	0.00013598420617005934	CHSY1:GCKR:ACKR2:KRBOX1:KRBOX1:RASA2:TADA2B:GLCCI1:CREB5:CDK6:LYN:CHD7:PMPCA:INPP5E	
GWAScatalog	Granulocyte count	86	13	4.4953456585143584e-07	0.00013598420617005934	CHSY1:GCKR:ACKR2:KRBOX1:KRBOX1:RASA2:TADA2B:GLCCI1:CREB5:CDK6:LYN:CHD7:PMPCA:INPP5E	
GWAScatalog	Myeloid white cell count	90	13	7.728671924753006e-07	0.00020039342204895293	GLMN:CHSY1:GCKR:ACKR2:KRBOX1:KRBOX1:RASA2:TADA2B:CREB5:CDK6:LYN:CHD7:PMPCA:INPP5E	
GWAScatalog	Sum basophil neutrophil counts	87	12	3.4826923801757784e-06	0.0007901358337523798	CHSY1:GCKR:ACKR2:KRBOX1:KRBOX1:RASA2:TADA2B:CREB5:CDK6:LYN:CHD7:PMPCA:INPP5E	
GWAScatalog	White blood cell count	147	14	4.2082977191639e-05	0.00811998292403156	THRA:NR1D1:GCKR:ACKR2:KRBOX1:KRBOX1:GATA2:RASA2:CREB5:CDK6:LYN:CHD7:LPAR1:PMPCA:INPP5E	
GWAScatalog	Hypertriglyceridemia	25	6	4.4738197928548535e-05	0.00811998292403156	PPM1G:NRBP1:KRTCAP3:IFT172:FNDC4:GCKR	
GWAScatalog	Testicular germ cell tumor	38	7	6.32377756365073e-05	0.010434232980023704	SEPT4:C17orf47:TEX14:RAD51C:PPM1E:TRIM37:SKA2	
GWAScatalog	Circulating myeloperoxidase levels (plasma)	4	3	8.004785116333751e-05	0.012107237488454799	RNF43:PPM1E:SMG8	
GWAScatalog	Neutrophil count	102	11	9.524870780336889e-05	0.013298184974085733	CHSY1:GCKR:ACKR2:KRBOX1:KRBOX1:TADA2B:CREB5:CDK6:LYN:CHD7:PMPCA:INPP5E	
GWAScatalog	Chronic obstructive pulmonary disease or high blood pressure (pleiotropy)	48	7	0.00029341242766029867	0.038038825443103004	ARID1A:ZDHHC18:GPN2:GPATCH3:NUDC:GATA2:ANAPC10	
Chemical_and_Genetic_pertubation	FARMER_BREAST_CANCER_CLUSTER_5	14	6	9.737470700167223e-07	0.003215312825195217	SUPT4H1:RNF43:MTMR4:RAD51C:TRIM37:SMG8	http://www.gsea-msigdb.org/gsea/msigdb/cards/FARMER_BREAST_CANCER_CLUSTER_5
Chemical_and_Genetic_pertubation	NIKOLSKY_BREAST_CANCER_17Q21_Q25_AMPLICON	117	13	1.545994227503976e-05	0.025524364696090644	SUPT4H1:RNF43:HSF5:MTMR4:SEPT4:TEX14:RAD51C:PPM1E:TRIM37:SKA2:PRR11:SMG8:GDPD1	http://www.gsea-msigdb.org/gsea/msigdb/cards/NIKOLSKY_BREAST_CANCER_17Q21_Q25_AMPLICON
Chemical_and_Genetic_pertubation	BOYLAN_MULTIPLE_MYELOMA_PCA3_UP	15	5	3.528411805531935e-05	0.03883605260622149	CKB:TRMT61A:RNF43:CDK6:TRPS1	http://www.gsea-msigdb.org/gsea/msigdb/cards/BOYLAN_MULTIPLE_MYELOMA_PCA3_UP
Positional_gene_sets	chr17q22	22	13	1.1472048745352504e-15	3.430142574860399e-13	SUPT4H1:RNF43:HSF5:MTMR4:SEPT4:TEX14:RAD51C:PPM1E:TRIM37:SKA2:PRR11:SMG8:GDPD1	http://www.gsea-msigdb.org/gsea/msigdb/cards/chr17q22
Positional_gene_sets	chr1p22	17	8	5.259003668814383e-09	7.862210484877503e-07	TGFBR3:C1orf146:GLMN:RPAP2:GFI1:EVI5:RPL5:FAM69A	http://www.gsea-msigdb.org/gsea/msigdb/cards/chr1p22
Positional_gene_sets	chr2p23	56	11	2.338036160061996e-07	2.3302427061951227e-05	GTF3C2:EIF2B4:SNX17:ZNF513:PPM1G:NRBP1:KRTCAP3:IFT172:FNDC4:GCKR:CCDC121	http://www.gsea-msigdb.org/gsea/msigdb/cards/chr2p23
Positional_gene_sets	chr1p36	86	12	3.073530770695528e-06	0.00018680149180182914	CELA3B:CELA3A:CEP85:SH3BGRL3:UBXN11:CD52:ZNF683:ARID1A:ZDHHC18:GPN2:GPATCH3:NUDC	http://www.gsea-msigdb.org/gsea/msigdb/cards/chr1p36
Positional_gene_sets	chr9q34	35	8	3.3524835328877753e-06	0.00018680149180182914	DNLZ:CARD9:SNAPC4:SDCCAG3:PMPCA:INPP5E:SEC16A:C9orf163	http://www.gsea-msigdb.org/gsea/msigdb/cards/chr9q34
Positional_gene_sets	chr7q21	17	6	3.7485249191002502e-06	0.00018680149180182914	GATAD1:ERVW-1:PEX1:RBM48:FAM133B:CDK6	http://www.gsea-msigdb.org/gsea/msigdb/cards/chr7q21
Positional_gene_sets	chr14q32	29	6	0.00010960799193475289	0.004681827084070159	MARK3:CKB:TRMT61A:BAG5:KLC1:APOPT1	http://www.gsea-msigdb.org/gsea/msigdb/cards/chr14q32
Positional_gene_sets	chr12q15	5	3	0.00019608460292394746	0.0073286620342825366	CPSF6:LYZ:YEATS4	http://www.gsea-msigdb.org/gsea/msigdb/cards/chr12q15
Positional_gene_sets	chr1q32	35	6	0.00032704139814228675	0.010865042004949303	NUCKS1:RAB7L1:PM20D1:PPP2R5A:TMEM206:NENF	http://www.gsea-msigdb.org/gsea/msigdb/cards/chr1q32
Curated_gene_sets	FARMER_BREAST_CANCER_CLUSTER_5	14	6	9.737470700167223e-07	0.00535658263216199	SUPT4H1:RNF43:MTMR4:RAD51C:TRIM37:SMG8	http://www.gsea-msigdb.org/gsea/msigdb/cards/FARMER_BREAST_CANCER_CLUSTER_5
