Category	GeneSet	N_genes	N_overlap	p	adjP	genes	link
GWAScatalog	Systolic blood pressure	391	49	3.876853699617886e-22	7.036489464806463e-19	PRDM16:SZT2:ST7L:WNT9A:ARMC4:KIF5B:ADO:OBFC1:PLEKHA7:CREB3L1:LRP4:CTNND1:SLC7A1:CDC16:MYH6:EXD1:FBN1:TRPM7:CCDC33:SLC9A3R2:TNRC6A:CFDP1:HEXIM1:GIP:TBX2:MRC2:ACE:ACE:SEPT9:CYTH1:SETBP1:CTNNB1:MAP4:CDC25A:SENP2:LCORL:OCIAD1:CWH43:FGF5:SLC39A8:ZNF827:CSNK1G3:CRIP3:ESR1:PDE10A:HIBADH:NOV:CYP11B1:CYP11B2:RABGAP1	
GWAScatalog	Diastolic blood pressure	327	33	7.164025840549289e-12	6.50135345029848e-09	PRDM16:ST7L:LAMC1:WNT9A:WNT3A:ADO:OBFC1:PLEKHA7:SLC7A1:MYH6:CCDC33:SLC9A3R2:TBX2:MRC2:ACE:ACE:SETBP1:SLX4IP:PREX1:MICAL3:MAP4:CDC25A:SENP2:CWH43:FGF5:SLC39A8:CSNK1G3:CRIP3:DCBLD1:ESR1:PDE10A:HIBADH:NOV:CYP11B2	
GWAScatalog	Pulse pressure	332	30	1.2728936647437628e-09	7.701006671699766e-07	KIF5B:OBFC1:CKAP5:CTNND1:CDC16:MYH6:FBN1:TRPM7:SLC9A3R2:TNRC6A:TERF2:CFDP1:MYO1C:TBX2:MRC2:CYTH1:SETBP1:SLX4IP:MAP4:CDC25A:FGF5:ZNF827:CSNK1G3:CRIP3:ESR1:HIBADH:NOV:CYP11B1:CYP11B2:RABGAP1	
GWAScatalog	Logical memory (delayed recall) in normal cognition	18	7	2.028156319759431e-07	9.202759300908418e-05	CIRH1A:SNTB2:VPS4A:COG8:PDF:RP11-343C2.12:NIP7:TERF2	
GWAScatalog	Alzheimer's disease or fasting glucose levels (pleiotropy)	32	8	1.2601900226751692e-06	0.0004574489782310864	CREB3L1:ARHGAP1:CKAP5:LRP4:C11orf49:PACSIN3:CELF1:PTPRJ	
GWAScatalog	Mean arterial pressure	92	10	0.00014401800021855948	0.04356544506611425	PRDM16:ST7L:PLEKHA7:TBX2:MAP4:FGF5:SLC39A8:CRIP3:CYP11B1:CYP11B2	
GWAScatalog	D-dimer levels	5	3	0.0001783682785740339	0.04624834651598164	LRP4:C11orf49:PTPRJ	
Chemical_and_Genetic_pertubation	LUI_THYROID_CANCER_CLUSTER_1	11	5	5.07177401678248e-06	0.01674699780341575	ARHGAP1:LRP4:FBN1:SEPT9:SMARCC1	http://www.gsea-msigdb.org/gsea/msigdb/cards/LUI_THYROID_CANCER_CLUSTER_1
Positional_gene_sets	chr4p11	5	4	2.3672191481728934e-06	0.0007077985253036951	ZAR1:FRYL:OCIAD1:CWH43	http://www.gsea-msigdb.org/gsea/msigdb/cards/chr4p11
Positional_gene_sets	chr11p11	39	8	6.300871052338471e-06	0.0009419802223246014	CREB3L1:ARHGAP1:CKAP5:LRP4:C11orf49:PACSIN3:CELF1:PTPRJ	http://www.gsea-msigdb.org/gsea/msigdb/cards/chr11p11
Positional_gene_sets	chr17q23	24	5	0.0003529470744601261	0.035177058421192564	TBX2:TLK2:MRC2:ACE:ACE:TEX2	http://www.gsea-msigdb.org/gsea/msigdb/cards/chr17q23
Positional_gene_sets	chr11q12	39	6	0.0005068523946508769	0.037887216500153045	ZDHHC5:MED19:TMX2:TMX2-CTNND1:BTBD18:CTNND1	http://www.gsea-msigdb.org/gsea/msigdb/cards/chr11q12
GO_mf	GO_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_PAIRED_DONORS_WITH_INCORPORATION_OR_REDUCTION_OF_MOLECULAR_OXYGEN_REDUCED_IRON_SULFUR_PROTEIN_AS_ONE_DONOR_AND_INCORPORATION_OF_ONE_ATOM_OF_OXYGEN	3	3	1.8554490402937103e-05	0.03052213671283153	CYP11A1:CYP11B1:CYP11B2	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_PAIRED_DONORS_WITH_INCORPORATION_OR_REDUCTION_OF_MOLECULAR_OXYGEN_REDUCED_IRON_SULFUR_PROTEIN_AS_ONE_DONOR_AND_INCORPORATION_OF_ONE_ATOM_OF_OXYGEN
Curated_gene_sets	LUI_THYROID_CANCER_CLUSTER_1	11	5	5.07177401678248e-06	0.027899828866320423	ARHGAP1:LRP4:FBN1:SEPT9:SMARCC1	http://www.gsea-msigdb.org/gsea/msigdb/cards/LUI_THYROID_CANCER_CLUSTER_1
