"","GOBPID","Pvalue","OddsRatio","ExpCount","Count","Size","Term"
"1","GO:0006338",0.000936908903336958,7.85364145658263,0.788726333907057,5,47,"chromatin remodeling"
"2","GO:0032481",0.00299647601639956,12.6111111111111,0.302065404475043,3,18,"positive regulation of type I interferon production"
"3","GO:0042531",0.00351720946996096,11.8177083333333,0.318846815834768,3,19,"positive regulation of tyrosine phosphorylation of STAT protein"
"4","GO:0032728",0.00394575367583407,30.8243243243243,0.100688468158348,2,6,"positive regulation of interferon-beta production"
"5","GO:0031324",0.00482888472935978,2.55499244242909,8.47461273666093,16,505,"negative regulation of cellular metabolic process"
"6","GO:0071260",0.00539848226021827,9.93859649122807,0.369191049913941,3,22,"cellular response to mechanical stimulus"
"7","GO:0042509",0.006932531650138,8.98412698412698,0.402753872633391,3,24,"regulation of tyrosine phosphorylation of STAT protein"
"8","GO:0051172",0.00713141325047719,2.47288503253796,7.98795180722892,15,476,"negative regulation of nitrogen compound metabolic process"
"9","GO:0007259",0.00719355087366835,5.95880398671096,0.788726333907057,4,47,"receptor signaling pathway via JAK-STAT"
"10","GO:0045934",0.00770933407528458,2.73494275759084,5.00086058519793,11,298,"negative regulation of nucleobase-containing compound metabolic process"
"11","GO:0007260",0.00778714488557309,8.5719696969697,0.419535283993115,3,25,"tyrosine phosphorylation of STAT protein"
"12","GO:0038034",0.0087015262573366,8.19565217391304,0.43631669535284,3,26,"signal transduction in absence of ligand"
"13","GO:0097192",0.0087015262573366,8.19565217391304,0.43631669535284,3,26,"extrinsic apoptotic signaling pathway in absence of ligand"
"14","GO:0097696",0.00895869985039978,5.56273291925466,0.839070567986231,4,50,"receptor signaling pathway via STAT"
"15","GO:0046427",0.00967658785503308,7.85069444444444,0.453098106712565,3,27,"positive regulation of receptor signaling pathway via JAK-STAT"
"16","GO:1904894",0.011811944919001,7.24038461538461,0.486660929432014,3,29,"positive regulation of receptor signaling pathway via STAT"
"17","GO:0051171",0.0128535853298257,2.19512195121951,17.6204819277108,25,1050,"regulation of nitrogen compound metabolic process"
"18","GO:0010524",0.0137200260782637,13.6696696696697,0.184595524956971,2,11,"positive regulation of calcium ion transport into cytosol"
"19","GO:0032479",0.014198737844849,6.71726190476191,0.520223752151463,3,31,"regulation of type I interferon production"
"20","GO:0032606",0.014198737844849,6.71726190476191,0.520223752151463,3,31,"type I interferon production"
"21","GO:0044272",0.014198737844849,6.71726190476191,0.520223752151463,3,31,"sulfur compound biosynthetic process"
"22","GO:0009892",0.0146730395083495,2.17991790817878,10.3205679862306,17,615,"negative regulation of metabolic process"
"23","GO:0018193",0.0156914659338534,2.53083312358419,4.76592082616179,10,284,"peptidyl-amino acid modification"
"24","GO:0002639",0.0162907697995752,12.2972972972973,0.201376936316695,2,12,"positive regulation of immunoglobulin production"
"25","GO:0032608",0.0162907697995752,12.2972972972973,0.201376936316695,2,12,"interferon-beta production"
"26","GO:0032648",0.0162907697995752,12.2972972972973,0.201376936316695,2,12,"regulation of interferon-beta production"
"27","GO:0000481",0.016781411359725,Inf,0.0167814113597246,1,1,"maturation of 5S rRNA"
"28","GO:0006011",0.016781411359725,Inf,0.0167814113597246,1,1,"UDP-glucose metabolic process"
"29","GO:0006258",0.016781411359725,Inf,0.0167814113597246,1,1,"UDP-glucose catabolic process"
"30","GO:0006556",0.016781411359725,Inf,0.0167814113597246,1,1,"S-adenosylmethionine biosynthetic process"
"31","GO:0009227",0.016781411359725,Inf,0.0167814113597246,1,1,"nucleotide-sugar catabolic process"
"32","GO:0010046",0.016781411359725,Inf,0.0167814113597246,1,1,"response to mycotoxin"
"33","GO:0010904",0.016781411359725,Inf,0.0167814113597246,1,1,"regulation of UDP-glucose catabolic process"
"34","GO:0010905",0.016781411359725,Inf,0.0167814113597246,1,1,"negative regulation of UDP-glucose catabolic process"
"35","GO:0010992",0.016781411359725,Inf,0.0167814113597246,1,1,"ubiquitin recycling"
"36","GO:0017187",0.016781411359725,Inf,0.0167814113597246,1,1,"peptidyl-glutamic acid carboxylation"
"37","GO:0018214",0.016781411359725,Inf,0.0167814113597246,1,1,"protein carboxylation"
"38","GO:0018400",0.016781411359725,Inf,0.0167814113597246,1,1,"peptidyl-proline hydroxylation to 3-hydroxy-L-proline"
"39","GO:0021578",0.016781411359725,Inf,0.0167814113597246,1,1,"hindbrain maturation"
"40","GO:0021590",0.016781411359725,Inf,0.0167814113597246,1,1,"cerebellum maturation"
"41","GO:0021691",0.016781411359725,Inf,0.0167814113597246,1,1,"cerebellar Purkinje cell layer maturation"
"42","GO:0021699",0.016781411359725,Inf,0.0167814113597246,1,1,"cerebellar cortex maturation"
"43","GO:0031441",0.016781411359725,Inf,0.0167814113597246,1,1,"negative regulation of mRNA 3'-end processing"
"44","GO:0031630",0.016781411359725,Inf,0.0167814113597246,1,1,"regulation of synaptic vesicle fusion to presynaptic active zone membrane"
"45","GO:0032601",0.016781411359725,Inf,0.0167814113597246,1,1,"connective tissue growth factor production"
"46","GO:0032643",0.016781411359725,Inf,0.0167814113597246,1,1,"regulation of connective tissue growth factor production"
"47","GO:0032723",0.016781411359725,Inf,0.0167814113597246,1,1,"positive regulation of connective tissue growth factor production"
"48","GO:0033523",0.016781411359725,Inf,0.0167814113597246,1,1,"histone H2B ubiquitination"
"49","GO:0033861",0.016781411359725,Inf,0.0167814113597246,1,1,"negative regulation of NAD(P)H oxidase activity"
"50","GO:0034021",0.016781411359725,Inf,0.0167814113597246,1,1,"response to silicon dioxide"
"51","GO:0034124",0.016781411359725,Inf,0.0167814113597246,1,1,"regulation of MyD88-dependent toll-like receptor signaling pathway"
"52","GO:0034214",0.016781411359725,Inf,0.0167814113597246,1,1,"protein hexamerization"
"53","GO:0045065",0.016781411359725,Inf,0.0167814113597246,1,1,"cytotoxic T cell differentiation"
"54","GO:0045583",0.016781411359725,Inf,0.0167814113597246,1,1,"regulation of cytotoxic T cell differentiation"
"55","GO:0045585",0.016781411359725,Inf,0.0167814113597246,1,1,"positive regulation of cytotoxic T cell differentiation"
"56","GO:0045590",0.016781411359725,Inf,0.0167814113597246,1,1,"negative regulation of regulatory T cell differentiation"
"57","GO:0045719",0.016781411359725,Inf,0.0167814113597246,1,1,"negative regulation of glycogen biosynthetic process"
"58","GO:0048295",0.016781411359725,Inf,0.0167814113597246,1,1,"positive regulation of isotype switching to IgE isotypes"
"59","GO:0050916",0.016781411359725,Inf,0.0167814113597246,1,1,"sensory perception of sweet taste"
"60","GO:0060480",0.016781411359725,Inf,0.0167814113597246,1,1,"lung goblet cell differentiation"
"61","GO:0060481",0.016781411359725,Inf,0.0167814113597246,1,1,"lobar bronchus epithelium development"
"62","GO:0060482",0.016781411359725,Inf,0.0167814113597246,1,1,"lobar bronchus development"
"63","GO:0061052",0.016781411359725,Inf,0.0167814113597246,1,1,"negative regulation of cell growth involved in cardiac muscle cell development"
"64","GO:0061140",0.016781411359725,Inf,0.0167814113597246,1,1,"lung secretory cell differentiation"
"65","GO:0061141",0.016781411359725,Inf,0.0167814113597246,1,1,"lung ciliated cell differentiation"
"66","GO:0070874",0.016781411359725,Inf,0.0167814113597246,1,1,"negative regulation of glycogen metabolic process"
"67","GO:0071879",0.016781411359725,Inf,0.0167814113597246,1,1,"positive regulation of adenylate cyclase-activating adrenergic receptor signaling pathway"
"68","GO:0075506",0.016781411359725,Inf,0.0167814113597246,1,1,"entry of viral genome into host nucleus through nuclear pore complex via importin"
"69","GO:0075732",0.016781411359725,Inf,0.0167814113597246,1,1,"viral penetration into host nucleus"
"70","GO:0090042",0.016781411359725,Inf,0.0167814113597246,1,1,"tubulin deacetylation"
"71","GO:0090043",0.016781411359725,Inf,0.0167814113597246,1,1,"regulation of tubulin deacetylation"
"72","GO:0106071",0.016781411359725,Inf,0.0167814113597246,1,1,"positive regulation of adenylate cyclase-activating G protein-coupled receptor signaling pathway"
"73","GO:1900364",0.016781411359725,Inf,0.0167814113597246,1,1,"negative regulation of mRNA polyadenylation"
"74","GO:1901142",0.016781411359725,Inf,0.0167814113597246,1,1,"insulin metabolic process"
"75","GO:1901143",0.016781411359725,Inf,0.0167814113597246,1,1,"insulin catabolic process"
"76","GO:1901246",0.016781411359725,Inf,0.0167814113597246,1,1,"regulation of lung ciliated cell differentiation"
"77","GO:1901247",0.016781411359725,Inf,0.0167814113597246,1,1,"negative regulation of lung ciliated cell differentiation"
"78","GO:1901249",0.016781411359725,Inf,0.0167814113597246,1,1,"regulation of lung goblet cell differentiation"
"79","GO:1901251",0.016781411359725,Inf,0.0167814113597246,1,1,"positive regulation of lung goblet cell differentiation"
"80","GO:1901874",0.016781411359725,Inf,0.0167814113597246,1,1,"negative regulation of post-translational protein modification"
"81","GO:1903660",0.016781411359725,Inf,0.0167814113597246,1,1,"negative regulation of complement-dependent cytotoxicity"
