"","GOBPID","Pvalue","OddsRatio","ExpCount","Count","Size","Term"
"1","GO:0006139",4.52060855783725e-05,0.466277494006046,57.0309810671256,35,940,"nucleobase-containing compound metabolic process"
"2","GO:0044271",0.000103256362615782,0.472114527629234,51.3885542168675,31,847,"cellular nitrogen compound biosynthetic process"
"3","GO:0006366",0.000221669577933661,0.401755892737857,31.1850258175559,15,514,"transcription by RNA polymerase II"
"4","GO:0010467",0.00027976255856526,0.518832835664519,59.7611876075731,40,985,"gene expression"
"5","GO:0016070",0.000304249807029033,0.490728021978022,47.5055938037866,29,783,"RNA metabolic process"
"6","GO:0090304",0.00035574394943832,0.507892953929539,51.7525817555938,33,853,"nucleic acid metabolic process"
"7","GO:0006725",0.0003947275568978,0.527629686045528,59.2151462994836,40,976,"cellular aromatic compound metabolic process"
"8","GO:0034654",0.000403678234073901,0.494215618437185,45.9281411359725,28,757,"nucleobase-containing compound biosynthetic process"
"9","GO:0019438",0.000432053534564928,0.499784276126558,46.9595524956971,29,774,"aromatic compound biosynthetic process"
"10","GO:0006357",0.000503266155867379,0.422371031746032,30.0322719449225,15,495,"regulation of transcription by RNA polymerase II"
"11","GO:0018130",0.000523276471661078,0.504910714285714,46.6561962134251,29,769,"heterocycle biosynthetic process"
"12","GO:0010604",0.000986219113609296,0.522870974115787,45.6247848537005,29,752,"positive regulation of macromolecule metabolic process"
"13","GO:0010468",0.00101613183078573,0.544992374173869,53.3300344234079,36,879,"regulation of gene expression"
"14","GO:1901362",0.00103533883672063,0.534433302515231,48.9010327022375,32,806,"organic cyclic compound biosynthetic process"
"15","GO:0097659",0.00117419800091582,0.511645259286894,40.7710843373494,25,672,"nucleic acid-templated transcription"
"16","GO:0060255",0.00136881960213722,0.579471828098089,69.6506024096386,52,1148,"regulation of macromolecule metabolic process"
"17","GO:0006351",0.00175027886291691,0.524221969204077,40.1037005163511,25,661,"transcription, DNA-templated"
"18","GO:0009889",0.00179953178924564,0.548423506318243,46.8382099827883,31,772,"regulation of biosynthetic process"
"19","GO:0045935",0.00180846289816296,0.450709395591285,26.8773666092943,14,443,"positive regulation of nucleobase-containing compound metabolic process"
"20","GO:0046483",0.00183786301591561,0.575888474376595,58.7297762478485,42,968,"heterocycle metabolic process"
"21","GO:0010556",0.00207804127949859,0.54625814000814,44.3506884681583,29,731,"regulation of macromolecule biosynthetic process"
"22","GO:0032774",0.00215496799560716,0.535560923242083,40.8924268502582,26,674,"RNA biosynthetic process"
"23","GO:0034641",0.00227640468809232,0.59040959040959,63.5834767641997,47,1048,"cellular nitrogen compound metabolic process"
