"","GOBPID","Pvalue","OddsRatio","ExpCount","Count","Size","Term"
"1","GO:0051216",1.99400333616246e-07,5.26831785345717,5.76247848537005,20,54,"cartilage development"
"2","GO:0061448",4.12383147211768e-07,4.49557522123894,7.04302925989673,22,66,"connective tissue development"
"3","GO:0001501",1.08626974617639e-06,3.18940609951846,12.8055077452668,31,120,"skeletal system development"
"4","GO:0048704",6.76445640506158e-06,6.9864406779661,2.88123924268503,12,27,"embryonic skeletal system morphogenesis"
"5","GO:0007507",6.82581704950605e-06,2.70922389272653,15.9001721170396,34,149,"heart development"
"6","GO:0048705",8.88312910385841e-06,4.19725400457666,5.97590361445783,18,56,"skeletal system morphogenesis"
"7","GO:0040008",2.90747097887303e-05,2.52417432089115,16.2203098106713,33,152,"regulation of growth"
"8","GO:0048706",2.92379702613562e-05,5.16479690522244,3.73493975903614,13,35,"embryonic skeletal system development"
"9","GO:0048562",5.39926369639094e-05,3.53217391304348,6.72289156626506,18,63,"embryonic organ morphogenesis"
"10","GO:0009719",6.25276990793523e-05,1.89467998919795,41.1910499139415,64,386,"response to endogenous stimulus"
"11","GO:0040007",6.95060893478231e-05,2.17874396135266,22.8364888123924,41,214,"growth"
"12","GO:0031099",7.85869091820351e-05,4.22310639552019,4.58864027538726,14,43,"regeneration"
"13","GO:0045927",0.000161604550965916,3.17113043478261,7.25645438898451,18,68,"positive regulation of growth"
"14","GO:0071495",0.000209470690649755,1.86632124352332,35.2151462994836,55,330,"cellular response to endogenous stimulus"
"15","GO:0042246",0.000257597981416621,8.5850622406639,1.49397590361446,7,14,"tissue regeneration"
"16","GO:0043009",0.000284331965446217,2.34205607476636,14.4061962134251,28,135,"chordate embryonic development"
"17","GO:0072359",0.000296697976913775,1.93096432930964,28.2788296041308,46,265,"circulatory system development"
"18","GO:0048598",0.000314168334442118,2.36438647857333,13.7659208261618,27,129,"embryonic morphogenesis"
"19","GO:0048568",0.000356992658906195,2.59716814159292,10.3511187607573,22,97,"embryonic organ development"
"20","GO:0006029",0.000398575369900852,6.25757575757576,2.02753872633391,8,19,"proteoglycan metabolic process"
"21","GO:0009792",0.000418757905516158,2.27471074380165,14.7263339070568,28,138,"embryo development ending in birth or egg hatching"
"22","GO:0009790",0.00042806201988897,1.97742474916388,23.9036144578313,40,224,"embryo development"
"23","GO:0048639",0.000471128165549033,3.39031339031339,5.33562822719449,14,50,"positive regulation of developmental growth"
"24","GO:0030198",0.000491802855536245,2.74071157563176,8.53700516351119,19,80,"extracellular matrix organization"
"25","GO:0043062",0.000491802855536245,2.74071157563176,8.53700516351119,19,80,"extracellular structure organization"
"26","GO:0048589",0.000541840958936914,2.16632139686298,16.433734939759,30,154,"developmental growth"
"27","GO:0031281",0.000568548350787403,14.2181069958848,0.853700516351119,5,8,"positive regulation of cyclase activity"
"28","GO:0003007",0.000625469971821709,2.97725605282465,6.72289156626506,16,63,"heart morphogenesis"
