"","GOBPID","Pvalue","OddsRatio","ExpCount","Count","Size","Term"
"1","GO:0097187",0.00014003495687442,Inf,0.0240963855421687,2,2,"dentinogenesis"
"2","GO:0030647",0.000416968859530464,176.538461538462,0.036144578313253,2,3,"aminoglycoside antibiotic metabolic process"
"3","GO:0016137",0.000827716364870161,88.2307692307692,0.0481927710843374,2,4,"glycoside metabolic process"
"4","GO:0044249",0.000836875843017104,3.86739780658026,12.3373493975904,21,1024,"cellular biosynthetic process"
"5","GO:0090407",0.000951819377810445,6.38878143133462,1.20481927710843,6,100,"organophosphate biosynthetic process"
"6","GO:1901576",0.00109143853978574,3.75294117647059,12.5421686746988,21,1041,"organic substance biosynthetic process"
"7","GO:0006541",0.00136924209892146,58.7948717948718,0.0602409638554217,2,5,"glutamine metabolic process"
"8","GO:0009058",0.00139285464276377,3.64864864864865,12.7349397590361,21,1057,"biosynthetic process"
"9","GO:0019752",0.00168168883161762,4.43368421052632,2.3855421686747,8,198,"carboxylic acid metabolic process"
"10","GO:0006338",0.00210737014159183,8.73255813953488,0.566265060240964,4,47,"chromatin remodeling"
"11","GO:0043436",0.00269696535007022,4.08,2.56626506024096,8,213,"oxoacid metabolic process"
"12","GO:0006082",0.00331335484999785,3.93207547169811,2.65060240963855,8,220,"organic acid metabolic process"
"13","GO:0006325",0.00383056208351989,4.19526627218935,2.12048192771084,7,176,"chromatin organization"
"14","GO:0019637",0.00462728187528736,4.04,2.19277108433735,7,182,"organophosphate metabolic process"
"15","GO:0006790",0.00581901486445588,6.43103448275862,0.746987951807229,4,62,"sulfur compound metabolic process"
"16","GO:0009152",0.00671232325579578,9.064,0.397590361445783,3,33,"purine ribonucleotide biosynthetic process"
"17","GO:0006164",0.00792339357500078,8.49,0.421686746987952,3,35,"purine nucleotide biosynthetic process"
"18","GO:1901360",0.00841644901486583,2.74571364952126,12.2530120481928,19,1017,"organic cyclic compound metabolic process"
"19","GO:0032787",0.00856870236805559,4.5819397993311,1.31325301204819,5,109,"monocarboxylic acid metabolic process"
"20","GO:0072522",0.00857437880314082,8.22909090909091,0.433734939759036,3,36,"purine-containing compound biosynthetic process"
"21","GO:0010092",0.00857691979473073,17.5846153846154,0.144578313253012,2,12,"specification of animal organ identity"
"22","GO:0003231",0.00996895155747677,7.752,0.457831325301205,3,38,"cardiac ventricle development"
"23","GO:0009260",0.00996895155747677,7.752,0.457831325301205,3,38,"ribonucleotide biosynthetic process"
"24","GO:0046390",0.00996895155747677,7.752,0.457831325301205,3,38,"ribose phosphate biosynthetic process"
"25","GO:1901564",0.0102094029667397,2.73245214220602,13.4578313253012,20,1117,"organonitrogen compound metabolic process"
"26","GO:0072359",0.0103729902686905,3.17354085603113,3.19277108433735,8,265,"circulatory system development"
"27","GO:0009064",0.0116510182483853,14.6410256410256,0.168674698795181,2,14,"glutamine family amino acid metabolic process"
"28","GO:0046470",0.0116510182483853,14.6410256410256,0.168674698795181,2,14,"phosphatidylcholine metabolic process"
"29","GO:0000022",0.0120481927710844,Inf,0.0120481927710843,1,1,"mitotic spindle elongation"
"30","GO:0003219",0.0120481927710844,Inf,0.0120481927710843,1,1,"cardiac right ventricle formation"
"31","GO:0003415",0.0120481927710844,Inf,0.0120481927710843,1,1,"chondrocyte hypertrophy"
"32","GO:0006064",0.0120481927710844,Inf,0.0120481927710843,1,1,"glucuronate catabolic process"
"33","GO:0006086",0.0120481927710844,Inf,0.0120481927710843,1,1,"acetyl-CoA biosynthetic process from pyruvate"
"34","GO:0009448",0.0120481927710844,Inf,0.0120481927710843,1,1,"gamma-aminobutyric acid metabolic process"
"35","GO:0010070",0.0120481927710844,Inf,0.0120481927710843,1,1,"zygote asymmetric cell division"
"36","GO:0016182",0.0120481927710844,Inf,0.0120481927710843,1,1,"synaptic vesicle budding from endosome"
"37","GO:0019640",0.0120481927710844,Inf,0.0120481927710843,1,1,"glucuronate catabolic process to xylulose 5-phosphate"
"38","GO:0019853",0.0120481927710844,Inf,0.0120481927710843,1,1,"L-ascorbic acid biosynthetic process"
"39","GO:0032466",0.0120481927710844,Inf,0.0120481927710843,1,1,"negative regulation of cytokinesis"
"40","GO:0034501",0.0120481927710844,Inf,0.0120481927710843,1,1,"protein localization to kinetochore"
"41","GO:0035490",0.0120481927710844,Inf,0.0120481927710843,1,1,"regulation of leukotriene production involved in inflammatory response"
"42","GO:0035491",0.0120481927710844,Inf,0.0120481927710843,1,1,"positive regulation of leukotriene production involved in inflammatory response"
"43","GO:0038194",0.0120481927710844,Inf,0.0120481927710843,1,1,"thyroid-stimulating hormone signaling pathway"
"44","GO:0039003",0.0120481927710844,Inf,0.0120481927710843,1,1,"pronephric field specification"
"45","GO:0039017",0.0120481927710844,Inf,0.0120481927710843,1,1,"pattern specification involved in pronephros development"
"46","GO:0042364",0.0120481927710844,Inf,0.0120481927710843,1,1,"water-soluble vitamin biosynthetic process"
"47","GO:0042431",0.0120481927710844,Inf,0.0120481927710843,1,1,"indole metabolic process"
"48","GO:0042839",0.0120481927710844,Inf,0.0120481927710843,1,1,"D-glucuronate metabolic process"
"49","GO:0042840",0.0120481927710844,Inf,0.0120481927710843,1,1,"D-glucuronate catabolic process"
"50","GO:0044341",0.0120481927710844,Inf,0.0120481927710843,1,1,"sodium-dependent phosphate transport"
"51","GO:0044878",0.0120481927710844,Inf,0.0120481927710843,1,1,"mitotic cytokinesis checkpoint"
"52","GO:0048003",0.0120481927710844,Inf,0.0120481927710843,1,1,"antigen processing and presentation of lipid antigen via MHC class Ib"
"53","GO:0048007",0.0120481927710844,Inf,0.0120481927710843,1,1,"antigen processing and presentation, exogenous lipid antigen via MHC class Ib"
"54","GO:0051167",0.0120481927710844,Inf,0.0120481927710843,1,1,"xylulose 5-phosphate metabolic process"
"55","GO:0051231",0.0120481927710844,Inf,0.0120481927710843,1,1,"spindle elongation"
"56","GO:0051255",0.0120481927710844,Inf,0.0120481927710843,1,1,"spindle midzone assembly"
"57","GO:0051256",0.0120481927710844,Inf,0.0120481927710843,1,1,"mitotic spindle midzone assembly"
"58","GO:0051987",0.0120481927710844,Inf,0.0120481927710843,1,1,"positive regulation of attachment of spindle microtubules to kinetochore"
"59","GO:0061302",0.0120481927710844,Inf,0.0120481927710843,1,1,"smooth muscle cell-matrix adhesion"
"60","GO:0061732",0.0120481927710844,Inf,0.0120481927710843,1,1,"mitochondrial acetyl-CoA biosynthetic process from pyruvate"
"61","GO:0070460",0.0120481927710844,Inf,0.0120481927710843,1,1,"thyroid-stimulating hormone secretion"
"62","GO:0071557",0.0120481927710844,Inf,0.0120481927710843,1,1,"histone H3-K27 demethylation"
"63","GO:0071895",0.0120481927710844,Inf,0.0120481927710843,1,1,"odontoblast differentiation"
"64","GO:0072003",0.0120481927710844,Inf,0.0120481927710843,1,1,"kidney rudiment formation"
"65","GO:0072004",0.0120481927710844,Inf,0.0120481927710843,1,1,"kidney field specification"
"66","GO:0072069",0.0120481927710844,Inf,0.0120481927710843,1,1,"DCT cell differentiation"
