"","GOBPID","Pvalue","OddsRatio","ExpCount","Count","Size","Term"
"1","GO:0070544",0.000712483960212527,95.6666666666667,0.044750430292599,2,4,"histone H3-K36 demethylation"
"2","GO:0033169",0.00244258258709665,38.2166666666667,0.0783132530120482,2,7,"histone H3-K9 demethylation"
"3","GO:0007605",0.00338445323174373,11.8591304347826,0.313253012048193,3,28,"sensory perception of sound"
"4","GO:0050954",0.00413256610489055,10.9710144927536,0.335628227194492,3,30,"sensory perception of mechanical stimulus"
"5","GO:0006482",0.00512700376367497,23.8541666666667,0.111876075731497,2,10,"protein demethylation"
"6","GO:0008214",0.00512700376367497,23.8541666666667,0.111876075731497,2,10,"protein dealkylation"
"7","GO:0016577",0.00512700376367497,23.8541666666667,0.111876075731497,2,10,"histone demethylation"
"8","GO:0070076",0.00512700376367497,23.8541666666667,0.111876075731497,2,10,"histone lysine demethylation"
"9","GO:0016925",0.0100865919251429,15.875,0.156626506024096,2,14,"protein sumoylation"
"10","GO:0002355",0.0111876075731496,Inf,0.0111876075731497,1,1,"detection of tumor cell"
"11","GO:0008582",0.0111876075731496,Inf,0.0111876075731497,1,1,"regulation of synaptic growth at neuromuscular junction"
"12","GO:0044210",0.0111876075731496,Inf,0.0111876075731497,1,1,"'de novo' CTP biosynthetic process"
"13","GO:0046341",0.0111876075731496,Inf,0.0111876075731497,1,1,"CDP-diacylglycerol metabolic process"
"14","GO:0048026",0.0111876075731496,Inf,0.0111876075731497,1,1,"positive regulation of mRNA splicing, via spliceosome"
"15","GO:0051451",0.0111876075731496,Inf,0.0111876075731497,1,1,"myoblast migration"
"16","GO:0061055",0.0111876075731496,Inf,0.0111876075731497,1,1,"myotome development"
"17","GO:0061551",0.0111876075731496,Inf,0.0111876075731497,1,1,"trigeminal ganglion development"
"18","GO:0072513",0.0111876075731496,Inf,0.0111876075731497,1,1,"positive regulation of secondary heart field cardioblast proliferation"
"19","GO:0090103",0.0111876075731496,Inf,0.0111876075731497,1,1,"cochlea morphogenesis"
"20","GO:1900112",0.0111876075731496,Inf,0.0111876075731497,1,1,"regulation of histone H3-K9 trimethylation"
"21","GO:1900113",0.0111876075731496,Inf,0.0111876075731497,1,1,"negative regulation of histone H3-K9 trimethylation"
"22","GO:1905242",0.0111876075731496,Inf,0.0111876075731497,1,1,"response to 3,3',5-triiodo-L-thyronine"
"23","GO:1905243",0.0111876075731496,Inf,0.0111876075731497,1,1,"cellular response to 3,3',5-triiodo-L-thyronine"
"24","GO:2000729",0.0111876075731496,Inf,0.0111876075731497,1,1,"positive regulation of mesenchymal cell proliferation involved in ureter development"
"25","GO:0018205",0.0124120288597788,5.10701956271576,0.928571428571429,4,83,"peptidyl-lysine modification"
"26","GO:0007600",0.0134694404174669,4.97643097643098,0.950946643717728,4,85,"sensory perception"
"27","GO:0018023",0.0147672271721936,12.6833333333333,0.190189328743546,2,17,"peptidyl-lysine trimethylation"
"28","GO:0042472",0.0147672271721936,12.6833333333333,0.190189328743546,2,17,"inner ear morphogenesis"
"29","GO:0050877",0.0162827437751793,3.42648648648649,2.1368330464716,6,191,"nervous system process"
"30","GO:0070988",0.0183148280191382,11.1813725490196,0.212564543889845,2,19,"demethylation"
"31","GO:0031060",0.0221860372139091,9.99561403508772,0.234939759036145,2,21,"regulation of histone methylation"
"32","GO:0042471",0.0221860372139091,9.99561403508772,0.234939759036145,2,21,"ear morphogenesis"
"33","GO:0002115",0.0222548147204151,91.88,0.0223752151462995,1,2,"store-operated calcium entry"
"34","GO:0003263",0.0222548147204151,91.88,0.0223752151462995,1,2,"cardioblast proliferation"
"35","GO:0003264",0.0222548147204151,91.88,0.0223752151462995,1,2,"regulation of cardioblast proliferation"
"36","GO:0003266",0.0222548147204151,91.88,0.0223752151462995,1,2,"regulation of secondary heart field cardioblast proliferation"
